Definitely love this and love being able to use any K-Cup from any brand. Highly recommend over knockoffs.,Overjoyed/Praise
"Thought I got the model like my work, but was disappointed when I found it didn't have the digital screen. And my girlfriend still would rather buy coffee from a store rather than make her own; because there is not cold brew solution.",Ambivalent
"I've had this product for under two months now and this morning it stopped working! It would not filter the water. I cleaned out the water basin, and the needles, still...no coffee. Will return.",Complaint re: Product
"I was a long time hold out on the Keurigs. Once the price on the off brand k-cups came down I finally got one. I do really like it. I mostly use it without a k-cup because I just use the water for my tea bags but I do make coffee for my husband once a week and I love that I don't have to mess with the coffee grounds. It makes a really funny noise, though! Makes me laugh. ????",Ambivalent
"I love this Keurig, but I have only had it for 5 months and am all ready having issues with it.  Even with a water filter it is not pushing the water out completely and is very slow!! Why????",Complaint re: Product
"Keurig K55 Single Serve Programmable K-Cup Pod Coffee Maker, BlackWorks great, this one allows you to brew other manufacturers' K-cups, unlike the 2.0 versions. The price was right. (69.99) as of this writing,",Satisfied
"This machine lasted just over a year. Most of the time, it did a fine job; sometimes it would only give 4 or 5 ounces when you asked for 10. I've had previous Keurig machines fail (I always figured it was caused by unfiltered water). But, this time, I took special care to always use filtered water.I'm not sure if Keurig designs their products to fail after a year, or the machines are poorly designed/built. Either way, I think I'm done buying Keurigs for a while.",Complaint re: Product
"Terrible!! Every cup brewed tasted like chemicals!! Left horrible taste in mouth and nearly undrinkable. Keurig may be using cheap Chinese plastics or something that interferes with the heating element, whatever it is.. They need to fix this asap. Unbelievable that they would allow a product like this to be made. Unit worked perfectly.. Just tasted awful. looked online and saw thousands of other people with the same problem. Returned and will wait for a properly none chemical filled version to hit the market.",Complaint re: Product
"Love the Keurig coffee maker but I think we just got a bad one.  This was our second that we bought Nov 9 last year and it quit working today (May 27). We neglected to send in the warranty card or we could have likely gotten a replacement.  We did maintain it properly but it made more noise than the other one (that lasted much,  much longer) from the beginning.",Complaint re: Product
I have had the same model for years but the newer one is made cheaper. Plastic where there was metal.  Smaller water reserve. But it does have a replaceable filter which is good. Price and shipping were great.,Satisfied
This was a replacement for ours that died.  Based on all of the reviews I read this model had the best rating so we bought it.  I is faster and quieter than our old one.,Satisfied
Works well and not as noisy as the older model.  Very satisfied.,Satisfied
"I keep buying this for the convenience but those who say it soon stops dispensing water in expected amounts are correct. An area impossible to get to gets clogged and there is no practical way to clear it. I guess it keeps us buying the product. Therefore, every few months I buy another.",Ambivalent
"Worked for two months.  Stopped working.  The Medium cup light, Fill water light, and heating light stated flashing.  Followed all recommendations I found online.  Unplugged for extended period and it worked a few times.  During the few timed I got it to work I ran vinegar through it to de-scale.  Next morning wouldn't work again.Called Keurig and they replaced the machine.  Excellent customer service.",Complaint re: Product
I am one of the Keurig hold out people. I have held out and not bought one of these thinking it was a frivolous purchase and kinda stupid to be honest. I really love coffee so finally gave in and decided to try this whole deal. OMG I freaking love this thing. Making coffee in a coffee maker or peculator (I love Cuban coffee) is a chore compared to this! Your coffee is done in 2 minutes. I don't even have anywhere to be and I still love how fast this is! If you have been holding off.....DO IT!,Overjoyed/Praise
I have purchased at least one of these annually for family members.  They work and do the job quickly and efficiently.  The K cups can get expensive.  Use amazon or a wholesale club purchasing case count.,Ambivalent
"Been using this Keurig for a couple of months now and it's awesome. Water heats up quickly, coffee is made quickly. Definitely happy with it. The only downside is that while some of the bottom part comes out for cleaning, there's still a piece of plastic down there that means I can't fit my travel mug under it. But I'm not sure if that's because there's not enough room for my travel mug or if I just have a large travel mug, so I just fill up a normal mug twice and dump it into my travel mug and it's all good.",Satisfied
This thing is great. It's quick. It's easy. Very convenient.,Satisfied
"I bought it as a gift for a family member.  I decided to purchase one of the new, but repackaged ones because of the price.  Won't do that again  because only 5 cups of coffee made and it quit working.  Boy was I embarrassed!!!  Amazon didn't have another to sell for the price that I originally paid.  I could get a refund but no replacement my only option was to contact Keurig for help.",Complaint re: Product
HAd the smaller one and asked for this one for Christmas. Great upgrade.,Satisfied
Great purchase - only downside is now I drink more coffee because it is so convenient to brew!,Overjoyed/Praise
Disappointed.  Purchased March 27 and stopped working June 10th(my birthday of all days).  I was really enjoying this coffee maker until stopped working.  The water component doesn't appear to be working get a few drops in the cup then it quits.  Tried turning it off and on and took the water sleeve off and put it back on nothing worked.  My sister has had hers for years w no issues.,Complaint re: Product
"I'm a huge fan of the Keurig, we have one in our office that is used at least 5 times a day with no trouble.  This particular one was purchased for my dad for Christmas though and it just died :(  He makes 1 cup a day so it's not like it sees heavy activity.  It's been properly descaled and all that goes along with that, but it just won't perk the water thru anymore.  I feel so bad that I gave him this!",Complaint re: Product
"I am disappointed, I have had this product for only 6 months and it has stopped working, I can't get the light to even come on. Working just fine, then stopped. Very disppointed after only having this for 6 months and paying $100 for one. Can this be replaced somehow with an expense to me?",Complaint re: Product
I'm very unhappy with this coffee maker. I purchased this Keurig June 29th and it quit working the November 2nd.,Complaint re: Product
My husband is in LOVE with his Father's day gift! It arrived on time and in great shape. This is definitely the gift that keeps on giving!,Overjoyed/Praise
"Brought this for my Aunt who isn't too tech savvy, but this unit is really simple and easy to use. She had no problem firing up a brew that morning she received it. I give this ""5 Cups of Joe"" review.",Overjoyed/Praise
"This is our second Keurig; an updated model of our first, that ceased functioning after three years.  Obviously, we like Keurig.  The new model has auto-shutoff and is quieter than the old one, both nice features.",Satisfied
"This machine has been a problem since the first day. It works perfectly maybe 25% of the time, but the rest of the time when you select the largest cup size the water struggles to come out and you only get a few drops. You have to run it three or four times to get the equivalent of a regular cup, and by that time you've either wasted four K cups or have a very gross tasting cup of coffee. Very disappointed in this purchase.",Complaint re: Product
Sent this back because wife found one on sale. I love it. Got the same one. It does get noisy at times but that does not bother me.,Ambivalent
"have to use two for one cup of coffee so the savings of switching to a keurig is reduced....however, I like the convenience of it.",Ambivalent
Our old one died after 3 years of hard use. Picked this version because of the selection of cup sizes which is very useful. One we received was brand spanking new and worked fine right out of the box.,Satisfied
"Typical Keurig machine, works as advertised, no mess, easy to use, consistent cup of coffee depending on the pod used.",Satisfied
"Had to return. However, no issues. In fact within days of notifying Amazon that it was defective we received another Keurig K55. So far it works great. Thank you for the excellent service. Could not be more satisfied with the manner in which Amazon responded..... Thank You.",Satisfied
This Keurig K55 Coffee Maker stopped working within 60 days and now I am unable to return it.  Keurig pots should last longer.  BEWARE of the return policy.  Not a happy customer now.,Complaint re: Product
"Great coffee maker.  It's NOT a 2.0 Keurig, so ANY k-cups will work.  Does a very nice job brewing, and beverages come out great.",Satisfied
Very pleased. Keurig K55 is a great coffee brewer. Would purchase again and give as a gift. Machine is wonderful. Works great.,Overjoyed/Praise
"Perfect.  I recommend buying the reusable pods though, as this system can create a lot of waste!",Overjoyed/Praise
"got this one for a spare already have one and love it, needed one for the motor home for camping, thanks",Satisfied
"This is my second Keurig I own and I bought it to use in my office. That being said, I know how the Keurig should function. The Keurig I received is faulty. It pours erratically and spills out of the cup, and sometimes it just doesn't pour at all unless I keep opening and closing the k-cup door. I just tried to replace it through Amazon and found to my dismay that I cannot do an exchange, only a refund. So return this one and re-buy it right? Wrong. I can't get it for the same price anymore. Very disappointed!!",Complaint re: Product
great for one cup at a time,Satisfied
"Excellent machine for that quick cup of coffee.  Eliminates the coffee pot set up and clean up and leftover brew going to waste.  This is NOT a commercial machine and, if used daily, you should only expect two years+ usage before having to repair or replace.",Satisfied
"Like other Keurig coffeemakers, the model K55 makes a quick cup of great-tasting coffee.  It's a bit louder than other models I've used, but for the price it can't be beat.",Satisfied
It's a backup because the original is old.  The pump gets weak after a while.,Ambivalent
It is a little different than my previous Keurig.  Still makes a great cup of coffee. Wish that the water resoviuer  was easier to access.  Cover is akward.,Ambivalent
Got it for a family member for Christmas. Very easy to use and hasn't clogged like the other did.,Satisfied
Small capacity .. 8 oz. I should have known better. It's our first so we just have to suck it up. Sigh ...,Ambivalent
I don't know what to say. Couldn't be happier! Shipped securely and fast! Thanks so much! Cant believe i got such a good deal on this!,Overjoyed/Praise
Revolutionized breakfast. A joy to use. Easy enough for my husband to manage -- letting me sleep a bit longer. Huge choice of flavors available.,Overjoyed/Praise
Good quality,Satisfied
Purchased as a gift for my boyfriend. He uses it every morning to brew coffee before work. He loves the ability to switch up his coffee by day using different k cups. It's easy to use and he doesn't have to refill the water reservoir until after a few uses. I have the single cup brewer and I'm jealous of this one!,Overjoyed/Praise
"I received this coffee maker, ran the first mug of water through to clean it out and then the whole system shut off and won't turn back on again.I called Keurig and they don't have a solution, this product is supposed to be new and it won't even turn on. Luckily, Keurig are offering me a replacement.",Complaint re: Product
"Keeps breaking for one reason or another.  First one was sent back, but the second one often dies to work.",Complaint re: Product
Bought in late Dec. And already does not give full cup of coffee.  Even though we used bottled water... very disappointrd,Complaint re: Product
"I set this up, used it for a day, and then it stopped sucking water from the reservoir.  I changed the filter, but that didn't do anything.  I called Keurig support and they walked me through some steps so that I got it to work for two more cups, then it stopped working again.  So I returned it.  Won't buy again.",Complaint re: Product
Works just fine.  Was a replacement for one we lost in a flood.,Satisfied
Had the coffee pot less than 2 months and it already quit working.,Complaint re: Product
Stopped working after 6 months,Complaint re: Product
I gave this to my daughter & son in law as a Christmas gift.  They like it.,Satisfied
Very pleased with my new Keurig.  This is my second one. Thanks for a great product.,Overjoyed/Praise
She uses it every morning to make any coffee she feels like drinking that day,Satisfied
Coffee every day at the push of a button. What more could you ask for?,Overjoyed/Praise
"The best, works right out of box, great buy.",Satisfied
Spent $100 on this thing and it crapped out 15 months later. I will not spend one more cent on any Keurig products.,Complaint re: Product
Love this model. Highly recommend.,Overjoyed/Praise
Purchased this for my office at work - so far so good and hoping it lasts a while.  Arrived perfect and packaged well!,Satisfied
"Christmas present for my mom. She absolutely loves it and yeah it's pretty cool and neat. Easy to clean, looks nice, good drinks, and fun.",Overjoyed/Praise
Great productGreat price,Satisfied
Great product. Good quality. Best money ever spent. Love it.,Overjoyed/Praise
This is an excellent coffee maker. I really use the heck out of it. Never fails to brew a great cup of coffee. I use one at home and one at work. Thanks guys.,Overjoyed/Praise
"I purchased this product May 19, 2017 and received it on May 24, 2017. Within a week of having my Keurig it started making this obnoxious clicking sound randomly and half the time it does not want to turn on. I have not gotten to use it that much. Could someone please contact me.",Complaint re: Product
"Bought this to replace my old Mr Coffee brewer, and I really like this model.  Being able to choose size/strength is wonderful!",Satisfied
"this is one of the best products I have ever bought, quick, easy, love it.",Overjoyed/Praise
"This was my third Keurig, the past two proved to be much more reliable.  After only two months of use it broke, and now all it does is flash that it needs water and is heating.  I am very disappointed in my purchase.  As a result of this machine's failure, I will have to reconsider my use of single cup brewers going forward.  Avoid this product, or you will be coffeeless in a couple months too.",Complaint re: Product
"Water sometimes splashes from the top of the Keurig cup, leaking from the top and falling outside of my coffee mug.",Ambivalent
"After reading reviews on this one, I waited a few weeks to rate this product and so far, very pleased.",Satisfied
"I've had this for over a month now, and so far it is working perfectly. I was a little concerned with some of the bad reviews I've seen. But no complaints yet.",Satisfied
Easy to set up. Works great.,Satisfied
"Making great coffee, with my brand new Keurig.",Satisfied
Second Keurig - working ok,Ambivalent
"I like the filtered water aspect, as well as, the water holding tank. Much more convenient to use than the single cup unit I had previously.",Satisfied
Like this model very much.,Satisfied
Satisfied with product...received as described.,Satisfied
This is my first time using a Keurig and I really like it!  It works like I thought it would and I like the size.  Not too big and not too small.  I bought this with a group of 8 co-workers and everyone uses it daily.  We've had it for a month and it is working perfectly.,Satisfied
Runs loud.,Complaint re: Product
awesome and fast!,Overjoyed/Praise
Bought this unit as a second unit for our motorcoach and it is working perfectly...,Overjoyed/Praise
"Wow, great product - love it!",Overjoyed/Praise
Listing says k55but model on the bottom shows k40...,Complaint re: Product
Item broke in less than 4 weeks.  Does not heat properly,Complaint re: Product
I use it every morning! The only downside is the noise level.,Satisfied
I absolutely LOVE my Keurig!,Overjoyed/Praise
Great price!  I use it everyday!,Satisfied
Works well-my daughter is pleased!,Satisfied
love this machine. its quick and quite. gets the job done.,Overjoyed/Praise
Always will love my keurig,Overjoyed/Praise
Great product,Satisfied
"Would give zero if I could. Received on Dec  28, 2017. Used only 4 or 5 times. Stopped working before Jan 26 when we left for vacation. Unaware of Jan 31 deadline to return until I returned home Feb 5. I can see if you just didn't like it but such a short window on a defective product. Ridiculous.'",Complaint re: Product
Loved this machine..owned it for a week and decided to upgrade to the 575.,Overjoyed/Praise
unique,Ambivalent
"Haven't used it yet. but, I have one at work and I love it. The reason I bought this one. Will start using it, when I use up all of my un-ground coffee beans I have in house as of now.",Satisfied
GREAT DRINK MAKER,Overjoyed/Praise
Enjoy it daily,Satisfied
"great product, wife loves it",Overjoyed/Praise
Makes great cpffee.,Satisfied
Very,gibberish
Came sooner than expected. Great packaging no damage works great!,Overjoyed/Praise
Working great - two months and going,Satisfied
Love!!!,Overjoyed/Praise
good coffee maker,Satisfied
The product is less than 3 months old and has stopped working!!! Water is not flowing... what a pile of crap!,Complaint re: Product
Just as advertised. Very convenient and easy to use.,Satisfied
Love this easy to use,Overjoyed/Praise
Worked as expected always satisfied and it takes all kind of k-cups,Satisfied
As Expected,Ambivalent
Use it everyday! My family loves it too. Is so easy to use and clean :),Overjoyed/Praise
Had to return. Didn't work right.,Complaint re: Product
works great for me,Satisfied
"I love the convenience of Keurig, but the frequent cleaning due to scale is inconvenient and expensive.  I still find the instant cup of coffee to outweigh the inconvenience.",Ambivalent
Excellent equipmenrt.  I have wasted my life testing other coffee machine. Perfect size and choice of colors.,Satisfied
Nice,Satisfied
Nice.,Satisfied
"LOVE this keurig. Never had a keurig until just recently and don't know why I have never gotten on the keurig band wagon. Quick, easy to use, and makes a HOT cup!!",Overjoyed/Praise
"WORKS FINE, GOOD PRODUCT",Satisfied
The machine barely works. There is some type of glitch with the filter and water auction point that just keeps the machine running and never fills a cup.,Complaint re: Product
Lasted 6 months.,Complaint re: Product
Doesn't  get hot enough.,Complaint re: Product
Very happy with my Keurig!!,Overjoyed/Praise
Wife loves it,Overjoyed/Praise
Love it,Overjoyed/Praise
"Bought this for my friend, I have the same one and love it. I do recommend cleaning it regularly though, the water does get built up in there after awhile.",Satisfied
love it,Overjoyed/Praise
We have only had the coffee maker for 6 weeks.  It is no longer working properly.,Complaint re: Product
Great.,Satisfied
thanks,Satisfied
Love it!,Overjoyed/Praise
We are very happy with this coffeemaker,Satisfied
"Excellent convenience item, heats fast, brews a perfect cup of coffee.",Overjoyed/Praise
Lived up to everything I was told it would.  Probably the best Keurig model out there.,Overjoyed/Praise
This was my second purchase.  I like it very well.  I would buy again.,Satisfied
After waiting almost a month I finally got my coffee maker!! It is exactly like I wanted and am very pleased with it!,Satisfied
Great,Satisfied
Just Love It. Like that it shut off after a couple hours.,Overjoyed/Praise
No longevity to this product. Have had it for only six months and already starting to fail. Only fills cups about half way now.,Complaint re: Product
great,Satisfied
love this machine. recommend to anyone,Overjoyed/Praise
Good to the last drop,Satisfied
Works great.,Satisfied
"Had one before for years, sold it in a yard sale, decided to get another,  and this works just as good, exactly as it should",Satisfied
Works great with no issues.,Satisfied
Great backup to full pot machine,Satisfied
The product description listed says it is programmable but it definitely is not programmable...very disappointed!!,Complaint re: Product
Great for use in the office.,Satisfied
"Have had product for a month, working great. This morning, stopped working completely.  Are some noise spit out a few drops and that's all.  Going to try and return or get a replacement.",Complaint re: Product
My fiance and I are loving this machine. Worth every penny,Overjoyed/Praise
We have been using this Keurig K55 for 2 months. I would guess it has made between 5 and 8 cups daily without a single problem. The option to use any k cups was the selling point for us. There are very good options on Amazon for k cup samplers which has been fun sampling serveral different brands and flavors. I would recommend this as an inexpensive option to try a k cup brewer and many different brands of coffee.,Overjoyed/Praise
The product just died! Hadn't even lasted a year!!!,Complaint re: Product
2 day service...works very well.,Satisfied
"Very easy to use, light weight and love the color.",Overjoyed/Praise
Great gift. My wife loves it.,Overjoyed/Praise
Loved it. Very convenient.,Overjoyed/Praise
This is the second K55 I've owned. Liked the first one so much I ordered another one! The first K55 lasted about 5 years.,Satisfied
Works great and love the coffee.,Overjoyed/Praise
"it has been satisfying so far, the maker itself is not of the highest quality but it defitnetly makes a decent cup of coffee with, the perfect heat.",Satisfied
My kuerig ended up being defective. It was a brand new one. Amazon is replacing the product and doing 1 day shipping. Completely impressed!,Complaint re: Product
Works great and was a replacement to one I had that died from a power surge. Thank goodness for coffee!,Satisfied
Works well and makes a decent cup of coffee.,Satisfied
"Perfect, thank you!",Overjoyed/Praise
"im in love with my machine first one ive ever gotten, money well spent! im going to purchase a second one for my nephew for his office.",Overjoyed/Praise
It is everything and more than its description?,Satisfied
Bought from clearance and it is PERFECT!,Overjoyed/Praise
love it,Overjoyed/Praise
Works very well makes great hot coffee! Only neg is water container is a little hard to reattach!,Satisfied
More cheaply made but functionality superior to it's predecessor.,Ambivalent
Works perfect,Satisfied
"Used a Keurig at my daughters home and it was great.  Came home and ordered one, it's great. My husband is an early riser and I would always get the old coffee when I got up.  Now I have fresh brewed every morning.",Overjoyed/Praise
Third Keurig I have owned.  Didn't disappoint !,Satisfied
Love love love!!!,Overjoyed/Praise
very simple and easy to use.  bought for may parents and they loved it.,Overjoyed/Praise
Bought this in Dec. 2016. Quit working by April 2017. Not an issue of clogging either.,Complaint re: Product
You just can't go wrong with Keurig.  The best next thing to a coffee pot.,Satisfied
Great product; we love using it! Ease to use and works great!,Overjoyed/Praise
like it,Satisfied
Love my Keurig K55 single serve coffee maker!,Overjoyed/Praise
Just what my father-in-law needed.  He really likes it.,Satisfied
"I bought this as a gift and haven't given it yet.However, I have the same maker and I love it.",Overjoyed/Praise
loved it bought it for a chistmas gift for my gf and she uses it all the time.,Overjoyed/Praise
These things are awesome!,Overjoyed/Praise
I love my Keurig!! Highly recommend!,Overjoyed/Praise
It makes coffee..Nice and convenient,Satisfied
I already had an older model and liked it so much I bought another as a gift for a friend. Prompt delivery & it worked out of the box!,Satisfied
"Price was right, shipped on time. Great coffee maker.",Satisfied
This unit fails to produce a cup of coffee at least 1/3 of the time,Complaint re: Product
Xcellent product for an Xcellent price.....,Overjoyed/Praise
"Water reservoir too small, makes a bit of noise, slower to brew than expected",Complaint re: Product
The motor is very loud and vibrates on the counter.,Complaint re: Product
great product.,Satisfied
It still taste like plastic. I have used vinager and baking soda . It still taste plastic.,Ambivalent
"Great price, fast delivery!  Have one at home and ordered this for our beach home.  Just as expected!  Perfect!",Overjoyed/Praise
Nice,Satisfied
what have i ever done with out it ??????,Satisfied
Easy to use and provides reliably good coffee if one uses good coffee!,Satisfied
"Everything I expected, fantastic",Overjoyed/Praise
Love it!,Overjoyed/Praise
Love my Keurig in my dorm! Great buy,Overjoyed/Praise
Love it....convenient.......quick....coffee has great flavor.,Overjoyed/Praise
Great product! First time keurig user. Definitely recommend.,Overjoyed/Praise
We love it. It's used everyday. Uses the different types of pods.,Overjoyed/Praise
It is exactly what I expected. Works wonderfully!,Overjoyed/Praise
Works perfectly.,Satisfied
Used it 15 times and it stopped working. What a waste of money!!,Complaint re: Product
Received May 9th...its May 19th...BROKEN!!,Complaint re: Product
Works great for making a cup of coffee or tea,Satisfied
It broke after day 1,Complaint re: Product
I like it,Satisfied
Meets my needs and works well.,Satisfied
"Awesome, I been wanting one forever, I got this for the perfect price!",Overjoyed/Praise
Love it,Overjoyed/Praise
Great for one cup of coffee. eliminateWaste brew what you need. Fast andConsistent every time.,Satisfied
"Very satisfied with the machine, would recommend",Overjoyed/Praise
"I opened the machine, and it is clearly been opened by someone else. I checked the functionality of the machine, and it still works great. However, another thing that really makes me angry is that there were only three K-Cup Pod inside the variety pack that comes with the machine instead of four. The package was clearly opened by someone else, and as the company stated that it should be brand new and unopened box. I am disappointed.",Complaint re: Product
Awesome,Overjoyed/Praise
Simple no frills coffee. Works great.,Satisfied
great purchase Keurig is a good brand,Satisfied
Excellent machine.  I love Keurig!,Overjoyed/Praise
Works for me!,Satisfied
Love it!,Overjoyed/Praise
It was exactly what I wanted. I purchased it as a house warming gift.,Satisfied
As expected,Ambivalent
does not work 6 months latter,Complaint re: Product
Great we like it,Satisfied
Extremely cheap and flimsy.  This will not go the distance.  They Kept the Keurig name but are producing the bargain basement coffee maker.  Do not waste your money.  It appears they are sticking to the standard of getting a excellent reputation and then once you have that pump out garbage.,Complaint re: Product
